Date,Month,Day,Year,Julian Day,Type,Vessel,Captain,Trip #,Grid #,Consolidated Grid,Location,Consolidated Location,Barbed hook,Trip Length (hr),Ave Depth (ft),No Rods,Bait,Species,2015TagInventory,PredatorData.PredatorID,Length (in),Length (cm),Length (mm),PredGW,GWGroup,Released,Sex,Add'l PH Released,Add'l ATF Released,Weight (lb),Weight (kg),Prey Code,Prey Comments,PredatorData.Comments,Gape Width (mm),Gape Height (mm),Gape Notes,DS = data sheet,Time Caught,2016Modified_PreyCode,Checked,ID,PreyData.PredatorID,Inventory/Discarded,PreyID,Processing Date,Tech,NoPrey,ID_Common,ID_final_Mod,ID_final,ID_final_ITIS,Tax Group,Common Name,Characteristics Used,Total Mass (g),Total Mass (mg),Prey Mass (g),Prey Mass (mg),DigState,PreyData.Comments,Oto Cond - 1,Oto Cond - 2,Oto 1 Mass (mg),Oto 2 Mass (mg),Oto 1 L (mm),Oto 2 L (mm),Oto 1 H (mm),Oto 2 H (mm),Total L (mm),Total L (mm) - No Head,FL (mm),FL (mm) - No Head,Std L (mm),Std L (mm) - No Head,Head L (mm),PreySex,Carap L (mm),Carape W (mm),Abd L (mm),Abd W (mm),Rost L (mm),Prop L (mm) - L,Prop H (mm) - L,Prop L (mm) - R,Prop H (mm) - R,Prop L (mm) - U,Prop H (mm) - U,Mantle L (mm),Arm L (mm),Fin L (mm),Tent L (mm),BW (g),UHL,URL,UCL,UW (g),LHL,UJW,LCL,LW (g),Lens Diam 1 (mm),Lens Diam 2 (mm),Other Measurements,Vertebral Count,Pen L (mm)
7/16/16,7,16,2016,198,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,250,,jig,PH,FALSE,11024,,,,,NA,N,F,,,,,3,"head,vert with flesh",tail removed (no length or weight),,,,,,,TRUE,2212,11024,TRUE,11024A,15-Jun-17,CB,1,Walleye Pollock,Gadus chalcogrammus,Gadus chalcogrammus,934083,Species,Walleye Pollock,"robust parapophyses, otolith shape, club-like post cleithrum",53.72,,53.72,,3: 5-49% remaining (some muscle),"partial vertebral column and head with flesh attached, post cleithrum (2), branchiostegal rays, misc. bones, gills, loose vertebrae, otolith (2), lens (2), subopercle (2), cleithrum (2), anguloarticular (2), maxilla",excellent,excellent,581.01,576.27,21.1,20.84,8.18,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/16,7,16,2016,198,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,270,,herring,PH,FALSE,11028,35.63,90.5,905,108.2923,96-115,N,F,,,23.7,10.75,2,"misc bones, dentary, fish eggs from prey",,,,,,,,TRUE,1946,11028,TRUE,11028A,30-May-17,AK,4,Crabs/Shrimps,Crustacea,Pleocyemata,96105,Suborder,"Crab, unidentified",pieces of carapace,14.66,,5.94,,3: 5-49% remaining (some muscle),"misc. crab bits (carapace, legs), lots of eggs, gravid",,,,,,,,,,,,,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/16,7,16,2016,198,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,270,,herring,PH,FALSE,11028,35.63,90.5,905,108.2923,96-115,N,F,,,23.7,10.75,2,"misc bones, dentary, fish eggs from prey",,,,,,,,TRUE,1948,11028,TRUE,11028C,30-May-17,AK,4,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,14.66,,2.59,,"2: < 5% remaining (beak, spines, otoliths)","dentary, otolith, maxilla, misc. paired bones, interopercle, anguloarticular",fair,,194.87,,17.58,,6.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/16,7,16,2016,198,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,270,,herring,PH,FALSE,11028,35.63,90.5,905,108.2923,96-115,N,F,,,23.7,10.75,2,"misc bones, dentary, fish eggs from prey",,,,,,,,TRUE,1949,11028,TRUE,11028D,30-May-17,AK,4,Clams/Mussels/Snails,Mollusca,Cephalopoda,82326,Class,"Squid/Octopus, unidentified",sucker disc,14.66,,0.23,,"2: < 5% remaining (beak, spines, otoliths)",sucker discs (2); (likely octopus based on size),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/16,7,16,2016,198,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,270,,herring,PH,FALSE,11028,35.63,90.5,905,108.2923,96-115,N,F,,,23.7,10.75,2,"misc bones, dentary, fish eggs from prey",,,,,,,,TRUE,1947,11028,TRUE,11028B,30-May-17,AK,4,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,14.66,,5.9,,"2: < 5% remaining (beak, spines, otoliths)","dentary, misc. bone, anguloarticular, vertebrae and other misc. bones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/16,7,2,2016,184,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,200,,herring,PH,FALSE,11029,32.17,81.7,817,97.76222,96-115,N,M,,,13.78,6.25,3,2 crab legs,,,,,,,,TRUE,1091,11029,TRUE,11029A,20-Sep-16,CB,1,King Crabs,Lithodidae,Acantholithodes hispidus,97921,Species,Spiny Lithode Crab,"spiny and hairy legs (2), fifth leg not visible (Lithodidae), carapace and appendages covered with sharp, hair-tipped spines, abdomen loosely folded",2.72,,2.72,,3: 5-49% remaining (some muscle),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/16,6,19,2016,171,Personal Use,Private Angler,,,5,C,,Lynn Canal,Y,,250,,cod head and organs,PH,FALSE,11030,54.33,138,1380,165.1308,>135,N,F,,,,,2,"vertebrae, bones",too big to weigh,,,,,,,TRUE,2038,11030,TRUE,11030B,6-Jun-17,CB,2,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,"otolith shape, robust parapophyses",29.15,,17.82,,"2: < 5% remaining (beak, spines, otoliths)","dentary, subopercle, otolith (2), fin rays, vertebrae, misc. fish bones",good,good,265.13,224.56,18.06,17.22,6.65,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/16,6,19,2016,171,Personal Use,Private Angler,,,5,C,,Lynn Canal,Y,,250,,cod head and organs,PH,FALSE,11030,54.33,138,1380,165.1308,>135,N,F,,,,,2,"vertebrae, bones",too big to weigh,,,,,,,TRUE,2037,11030,TRUE,11030A,6-Jun-17,CB,2,Rockfishes/Sculpins,Scorpaeniformes,Sebastidae,643436,Family,"Rockfish, unidentified","dentary shape (symphyseal knob), maxilla shape, otolith shape, preopercle spines",29.15,,11.33,,"2: < 5% remaining (beak, spines, otoliths)","dentary, cleithrum, otolith, preopercle (2), maxilla (2), misc. fish bones, anguloarticular (2)",poor,,96.23,,10.84,,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/16/16,7,16,2016,198,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,290,,"herring, squid",PH,FALSE,11039,24.8,63,630,75.3858,<76,N,M,,,7.72,3.5,5,small crab,,,,,,,,TRUE,1528,11039,TRUE,11039A,2-Dec-16,CB,1,Spider Crabs,Majoidea,Hyas lyratus,98422,Species,Pacific Lyre Crab,"carapace, leg shape; long/forked/flattened rostrum",2.13,,2.13,,3: 5-49% remaining (some muscle),carapace and leg bits - bumps on midline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,300,,"herring, halibut skin",PH,FALSE,11042,28.7,72.9,729,87.23214,76-95,N,M,,,12.13,5.5,4,two herring,,,,,,,,TRUE,2073,11042,TRUE,11042C,7-Jun-17,CB,3,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,"dentary shape, H-shaped hemal arches",97.74,,9.98,,3: 5-49% remaining (some muscle),"partial vertebral column, dentary, loose flesh and scales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,300,,"herring, halibut skin",PH,FALSE,11042,28.7,72.9,729,87.23214,76-95,N,M,,,12.13,5.5,4,two herring,,,,,,,,TRUE,2072,11042,TRUE,11042B,7-Jun-17,CB,3,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,"H-shaped hemal arches, body morphology, dentary shape",97.74,,43.71,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)","medium fish, some skin and scales, partial head",,,,,,,,,198,,186,,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,300,,"herring, halibut skin",PH,FALSE,11042,28.7,72.9,729,87.23214,76-95,N,M,,,12.13,5.5,4,two herring,,,,,,,,TRUE,2071,11042,TRUE,11042A,7-Jun-17,CB,3,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,"H-shaped hemal arches, body morphology",97.74,,44.05,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)","whole fish (medium size), little skin or scales",,,,,,,,,202,,187,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/16,6,19,2016,171,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,Y,,330,,"squid, cod",PH,FALSE,11043,25.75,65.4,654,78.25764,76-95,N,M,,,6.61,3,2,"bones, string of vertebrae, brittle star, intestines?",,,,,,,,TRUE,1455,11043,TRUE,11043A,30-Nov-16,CB,1,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,3.69,,3.69,,3: 5-49% remaining (some muscle),"vertebrae, organs, (pyloric caecum?)",fair,,104.32,,13.06,,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/16,6,11,2016,163,Personal Use,Private Angler,,,6,C,,Lynn Canal,Y,,240,,jig,PH,FALSE,11044,27.87,70.8,708,84.71928,76-95,N,F,,,8.82,4,3,"fish head, vertebrae, sea star",,,,,,,,TRUE,2116,11044,TRUE,11044D,8-Jun-17,CB,4,Benthic Material,Benthic Material,Plantae,202422,Kingdom,Terrestrial Plant Material,terrestrial plant matter,15.84,,0.01,,"2: < 5% remaining (beak, spines, otoliths)",in same vial with 11044B and 11044D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/16,6,11,2016,163,Personal Use,Private Angler,,,6,C,,Lynn Canal,Y,,240,,jig,PH,FALSE,11044,27.87,70.8,708,84.71928,76-95,N,F,,,8.82,4,3,"fish head, vertebrae, sea star",,,,,,,,TRUE,2115,11044,TRUE,11044C,8-Jun-17,CB,4,Benthic Material,Benthic Material,Ophiuroidea,157325,Class,"Brittle Star, unidentified","central disc, segmented arms",15.84,,0.15,,"6: 100% remaining (little disgestion, alive)",full star; 11044B-D in same vial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/16,6,11,2016,163,Personal Use,Private Angler,,,6,C,,Lynn Canal,Y,,240,,jig,PH,FALSE,11044,27.87,70.8,708,84.71928,76-95,N,F,,,8.82,4,3,"fish head, vertebrae, sea star",,,,,,,,TRUE,2114,11044,TRUE,11044B,8-Jun-17,CB,4,Benthic Material,Benthic Material,Ophiuroidea,157325,Class,"Brittle Star, unidentified","central disc, arm bits",15.84,,0.6,,"5: 75-99% remaining (body morph easily distinguishable, some/most skin)",central disc and arm bits; 11044B-D in same vial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/16,6,11,2016,163,Personal Use,Private Angler,,,6,C,,Lynn Canal,Y,,240,,jig,PH,FALSE,11044,27.87,70.8,708,84.71928,76-95,N,F,,,8.82,4,3,"fish head, vertebrae, sea star",,,,,,,,TRUE,2113,11044,TRUE,11044A,8-Jun-17,CB,4,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,"otolith shape, robust parapophyses",15.84,,15.08,,3: 5-49% remaining (some muscle),"lens, head, partial vertebral column with some flesh attached, attached tail, otolith (2) pulled from head",excellent,excellent,76.72,75.8,11.19,11.03,4.5,4.44,,,,,,,55.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/16,8,6,2016,219,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,220,,jig,PH,FALSE,11050,25.98,66,660,78.9756,76-95,N,M,,,8.27,3.75,3,vertebrae and flesh,,,,,,,,TRUE,2097,11050,TRUE,11050A,7-Jun-17,CB,2,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,"H-shaped hemal arches, large scales",19.14,,3.12,,3: 5-49% remaining (some muscle),"vertebral column with flesh attached, loose flesh, scales, and bones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/16,8,6,2016,219,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,220,,jig,PH,FALSE,11050,25.98,66,660,78.9756,76-95,N,M,,,8.27,3.75,3,vertebrae and flesh,,,,,,,,TRUE,2098,11050,TRUE,11050B,7-Jun-17,CB,2,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",pieces of muscle with skin and scales,19.14,,16.02,,3: 5-49% remaining (some muscle),muscle with skin and scales; old bait?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/16,8,6,2016,219,Personal Use,Private Angler,,,7,D,,Favorite Channel,,,150,,herring,PH,FALSE,11051,26.14,66.4,664,79.45424,76-95,N,M,,,7.72,3.5,2,"Octopus beak, vertebrae column",,,,,,,,TRUE,1024,11051,TRUE,11051A,19-Sep-16,CB,2,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,0.62,,0.53,,3: 5-49% remaining (some muscle),"octopus beak in buccal mass, *in with vial 11051B",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04846,5.44,,11.73,0.02768,3.76,,8.24,0.02074,,,,,
8/6/16,8,6,2016,219,Personal Use,Private Angler,,,7,D,,Favorite Channel,,,150,,herring,PH,FALSE,11051,26.14,66.4,664,79.45424,76-95,N,M,,,7.72,3.5,2,"Octopus beak, vertebrae column",,,,,,,,TRUE,1025,11051,TRUE,11051B,19-Sep-16,CB,2,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified","small vertebrae, some flesh",0.62,,0.09,,"2: < 5% remaining (beak, spines, otoliths)",in w/ vial 11051A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,Y,,150,,herring,PH,FALSE,11054,39.37,100,1000,119.66,116-135,N,F,,,35.27,16,2,"lens, vertebrae, misc bones",,,,,,,,TRUE,994,11054,TRUE,11054A,15-Sep-16,CB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified","vertebrae, lens",0.3,,0.3,,"2: < 5% remaining (beak, spines, otoliths)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/16,7,2,2016,184,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,200,,octopus,PH,FALSE,11055,46.06,117,1170,140.0022,>135,N,F,,,51.26,23.25,3,"bones with octos orange flesh/salmon, octo beak",,,,,,,,TRUE,2211,11055,TRUE,11055D,15-Jun-17,CB,4,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,H-shaped hemals,16.14,,0.49,,"2: < 5% remaining (beak, spines, otoliths)",partial vertebral column,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/16,7,2,2016,184,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,200,,octopus,PH,FALSE,11055,46.06,117,1170,140.0022,>135,N,F,,,51.26,23.25,3,"bones with octos orange flesh/salmon, octo beak",,,,,,,,TRUE,2209,11055,TRUE,11055B,15-Jun-17,CB,4,Crabs/Shrimps,Crustacea,Pleocyemata,96105,Suborder,"Shrimp, unidentified",head shape,16.14,,0.02,,3: 5-49% remaining (some muscle),small shrimp head - too degraded to ID (no measurements); in with 11055C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/16,7,2,2016,184,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,200,,octopus,PH,FALSE,11055,46.06,117,1170,140.0022,>135,N,F,,,51.26,23.25,3,"bones with octos orange flesh/salmon, octo beak",,,,,,,,TRUE,2210,11055,TRUE,11055C,15-Jun-17,CB,4,Octopuses,Octopodidae,Octopodidae,82590,Family,"Octopus, unidentified",beak shape,16.14,,0.02,,"2: < 5% remaining (beak, spines, otoliths)",octopus beak (lower); in with 11055B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,,6.69,0.01431,,,,,
7/2/16,7,2,2016,184,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,200,,octopus,PH,FALSE,11055,46.06,117,1170,140.0022,>135,N,F,,,51.26,23.25,3,"bones with octos orange flesh/salmon, octo beak",,,,,,,,TRUE,2208,11055,TRUE,11055A,15-Jun-17,CB,4,Salmons,Salmoniformes,Salmonidae,161931,Family,"Salmon, unidentified","fish bones (large), orange flesh",16.14,,15.61,,3: 5-49% remaining (some muscle),"partial vertebral column with flesh and fin rays attached, loose vertebrae, branchiostegal rays, loose flesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/16,8,6,2016,219,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,,,240,,salmon,PH,FALSE,11059,35.04,89,890,106.4974,96-115,N,M,,,17.64,8,3,"vertebrae with flesh, shrimp head",,,,,,,,TRUE,1967,11059,TRUE,11059B,1-Jun-17,CB,2,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,4.78,,2.35,,3: 5-49% remaining (some muscle),"partial vertebrae column (some flesh attached), otolith (2), premaxilla, maxilla, misc. bones",good,good,48.4,52.21,9.69,9.64,3.67,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/16,8,6,2016,219,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,,,240,,salmon,PH,FALSE,11059,35.04,89,890,106.4974,96-115,N,M,,,17.64,8,3,"vertebrae with flesh, shrimp head",,,,,,,,TRUE,1966,11059,TRUE,11059A,1-Jun-17,CB,2,Pandalid Shrimps,Pandalidae,Pandalus,96966,Genus,Pandalid Shrimp,rostrum shape,4.78,,2.43,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)","shrimp head and tail with flesh, unattached legs and pieces of carapace (Northern) Pink Shrimp? too broken to be sure; deleted head length; measured carapace length (no abdomen)",,,,,,,,,,,,,,,,,21.47,,,,23.03,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,330,,"octopus, herring",PH,FALSE,11060,32.56,82.7,827,98.95882,96-115,N,M,,,17.09,7.75,3,fish (bones with flesh attatched),,,,,,,,TRUE,1927,11060,TRUE,11060A,22-May-17,MB,1,Bony Fishes,Teleostei,Teleostei,161105,Infraclass,"Bony fish, unidentified",fish bones,17.91,,17.91,,3: 5-49% remaining (some muscle),"fin rays, loose vertebrae, posterior vertebrae w/flesh attached, premaxilla, subopercle",,,,,,,,,,,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/16,7,24,2016,206,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,200,,mooching lure,PH,FALSE,11061,28.66,72.8,728,87.11248,76-95,N,M,,,11.57,5.25,4,"3 fish, 2 lenses, misc bones",,,,,,,,TRUE,2219,11061,TRUE,11061B,15-Jun-17,CB,3,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,"large scales, H-shaped hemals, long and slender rib bones",104.64,,27.61,,4: 50-74% remaining (body morph distinguishable; little/no skin; intact muscle),"full fish with some skin and scales, head mangled, but usable for measurements; in same vial as 11061C",,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/16,7,24,2016,206,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,200,,mooching lure,PH,FALSE,11061,28.66,72.8,728,87.11248,76-95,N,M,,,11.57,5.25,4,"3 fish, 2 lenses, misc bones",,,,,,,,TRUE,2220,11061,TRUE,11061C,15-Jun-17,CB,3,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,"large scales, H-shaped hemals, long and slender rib bones",104.64,,35.62,,4: 50-74% remaining (body morph distinguishable; little/no skin; intact muscle),"full fish with some skin and scales, head mangled, but usable for measurements; all remaining skin and scales added to this sample; in same vial as 11061B",,,,,,,,,,,,,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/16,7,24,2016,206,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,200,,mooching lure,PH,FALSE,11061,28.66,72.8,728,87.11248,76-95,N,M,,,11.57,5.25,4,"3 fish, 2 lenses, misc bones",,,,,,,,TRUE,2218,11061,TRUE,11061A,15-Jun-17,CB,3,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,"long and slender rib bones, H-shaped hemals",104.64,,41.41,,4: 50-74% remaining (body morph distinguishable; little/no skin; intact muscle),mostly full fish (head mangled),,,,,,,,,,200,,,,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,7,11,2016,193,Personal Use,Private Angler,,,11,G,,Icy Strait,,,150,,herring,PH,FALSE,11066,30.91,78.5,785,93.9331,76-95,N,M,,,13.23,6,2,"Dentry/maxilla, small fish",,,,,,,,TRUE,1042,11066,TRUE,11066B,19-Sep-16,CB,3,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,"otolith shape, robust parapophyses",2.64,,0.67,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)","small fish-no skin/scales, otolith in excellent condition (pulled), otoliths 1 H=0436L, 2 H=0407L, missing post 8-10 vert",excellent,excellent,1.39,1.44,2.66,2.63,1.16,1.07,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,7,11,2016,193,Personal Use,Private Angler,,,11,G,,Icy Strait,,,150,,herring,PH,FALSE,11066,30.91,78.5,785,93.9331,76-95,N,M,,,13.23,6,2,"Dentry/maxilla, small fish",,,,,,,,TRUE,1043,11066,TRUE,11066C,19-Sep-16,CB,3,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,"otolith shape, robust parapophyses",2.64,,0.98,,"4: 50-74% remaining (body morph distinguishable, little/no skin, intact muscle)","small fish-no skin/scales, otolith condition is excellent (pulled) 1 H=0430L 2 H=0413L, missing about 4 vertebrae",excellent,excellent,1.57,1.32,2.7,2.54,1.16,1.05,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,
7/11/16,7,11,2016,193,Personal Use,Private Angler,,,11,G,,Icy Strait,,,150,,herring,PH,FALSE,11066,30.91,78.5,785,93.9331,76-95,N,M,,,13.23,6,2,"Dentry/maxilla, small fish",,,,,,,,TRUE,1041,11066,TRUE,11066A,19-Sep-16,CB,3,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,2.64,,0.99,,"2: < 5% remaining (beak, spines, otoliths)","dentary, premaxilla, otolith condition is fair (broken),  maxilla",poor,,,,12.44,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,
7/30/16,7,30,2016,212,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,200,,herring,PH,FALSE,11068,24.53,62.3,623,74.54818,<76,N,M,,,8.27,3.75,3,"vert with flesh + spine, otolith",,,,,,,,TRUE,1044,11068,TRUE,11068A,19-Sep-16,CB,1,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,robust parapophyses,3.04,,3.04,,"2: < 5% remaining (beak, spines, otoliths)","partial vertebral column, maxilla, premaxilla, other bones",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/30/16,7,30,2016,212,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,200,,herring,PH,FALSE,11069,26.22,66.6,666,79.69356,76-95,N,F,,,8.82,4,3,One fish,,,,,,,,TRUE,2043,11069,TRUE,11069A,6-Jun-17,CB,1,Pacific Herring,Clupea pallasii,Clupea pallasii,551209,Species,Pacific Herring,"body morphology, body size, large scales, H-shaped hemal arches",9.62,,9.62,,3: 5-49% remaining (some muscle),"vertebral column with flesh attached, loose flesh and scales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/16,7,24,2016,206,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,200,,mooching lure,PH,FALSE,11073,28.19,71.6,716,85.67656,76-95,N,M,,,9.37,4.25,3,"fish and flesh, misc fish bones",,,,,,,,TRUE,1957,11073,TRUE,11073A,30-May-17,AK,1,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,"otolith shape, robust parapophyses",23.95,,23.95,,3: 5-49% remaining (some muscle),"sub/interopercle (3), otolith (2), maxilla (2), premaxilla (2), partial vertebral column with flesh attached, dentary, cleithrum (2), anguloarticular, lens (2)",good,good,89.18,102,12.75,13.06,4.61,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/16,6,25,2016,177,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,Y,,300,,herring,PH,FALSE,11076,30.08,76.4,764,91.42024,76-95,N,M,,,12.68,5.75,3,squid beak,,,,,,,,TRUE,1018,11076,TRUE,11076A,15-Sep-16,CB,1,Squids,Teuthida,Teuthida,82367,Order,"Squid, unidentified",beak shape,0.22,,0.22,,"2: < 5% remaining (beak, spines, otoliths)",squid beak (lower),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86,,14.55,0.07,,,,,
7/11/16,7,11,2016,193,Personal Use,Private Angler,,,11,G,,Icy Strait,,,150,,herring,PH,FALSE,11083,50.51,128.3,1283,153.52378,>135,N,F,,,,,2,"dentry (BIG), string vertebrae, otolith",too heavy to weigh,,,,,,,TRUE,2160,11083,TRUE,11083B,14-Jun-17,CB,2,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,15.01,,0.59,,"2: < 5% remaining (beak, spines, otoliths)","otolith (2) - broken (no lengths), premaxilla (2)",poor,poor,175.67,158.9,,,5.54,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/16,7,11,2016,193,Personal Use,Private Angler,,,11,G,,Icy Strait,,,150,,herring,PH,FALSE,11083,50.51,128.3,1283,153.52378,>135,N,F,,,,,2,"dentry (BIG), string vertebrae, otolith",too heavy to weigh,,,,,,,TRUE,2159,11083,TRUE,11083A,14-Jun-17,CB,2,Pollock/Cod,Gadus,Gadus,164710,Genus,Pollock/Cod,otolith shape,15.01,,14.42,,"2: < 5% remaining (beak, spines, otoliths)","dentary, premaxilla (2), anguloarticular, otolith (no length), branchiostegal rays, partial vertebral column, loose vertebrae, misc. bones and flesh",fair,,202.03,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
