Month,Day,Year,Julian Day,Type,Vessel,Captain,Trip #,Grid #,Consolidated Grid,Location,Consolidated Location,Barbed hook,Trip Length (hr),Ave Depth (ft),No Rods,Bait,Date,Species,2015TagInventory,PredatorID,Length (in),Length (cm),Length (mm),PredGW,GWGroup,Released,Sex,Add'l PH Released,Add'l ATF Released,Weight (lb),Weight (kg),Prey Code,Prey Comments,Comments,Gape Width (mm),Gape Height (mm),Gape Notes,DS = data sheet,Time Caught,2016Modified_PreyCode
7,11,2016,193,Personal Use,Private Angler,,,11,G,,Icy Strait,,,150,,herring,7/11/2016,PH,FALSE,11199,30.75,78.1,781,93.45446,76-95,N,F,,,14.88,6.75,5,"One small crab, one string vertebrae, scale, lots of small otoliths, one small fish",,,,,,,
7,11,2016,193,Personal Use,Private Angler,,,11,G,,Icy Strait,,,150,,herring,7/11/2016,PH,FALSE,11109,31.02,78.8,788,94.29208,76-95,N,F,,,13.23,6.00,2,"Fish bone, Big octo beak",,,,,,,
7,11,2016,193,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,180,,salmon,7/11/2016,PH,FALSE,10862,31.26,79.4,794,95.01004,76-95,N,F,,,14.33,6.50,4,"One fish, misc bones",,,,,,,
7,11,2016,193,Charter,Anchor Point Lodge,,7,13,G,,Icy Strait,Y,1.14,250,4,"halibut skin, ATF, cod",7/11/2016,PH,FALSE,2347,32.75,83.2,832,99.539171,96-115,N,F,,,,,8,Contents,,,,,,00-Jan-00,
7,11,2016,193,Charter,Anchor Point Lodge,,6,8,E,,Howard Bay,Y,1.76,360,4,"halibut skin, ATF, cod",7/11/2016,PH,FALSE,2322,33.00,83.8,838,100.299012,96-115,N,F,,,15.00,6.76,1,empty,,,,,,00-Jan-00,
7,11,2016,193,Charter,Anchor Point Lodge,,7,13,G,,Icy Strait,Y,1.14,250,4,"halibut skin, ATF, cod",7/11/2016,PH,FALSE,2469,33.00,83.8,838,100.299012,96-115,N,F,,,,,8,Contents,,,,,,00-Jan-00,
7,11,2016,193,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,,,230,,"herrin , squid",7/11/2016,PH,FALSE,11162,33.31,84.6,846,101.23236,96-115,N,F,,,17.09,7.75,2,some flesh and bones; vertabral column,,,,,,,
7,11,2016,193,Charter,Anchor Point Lodge,,6,8,E,,Howard Bay,Y,1.76,360,4,"halibut skin, ATF, cod",7/11/2016,PH,FALSE,2455,33.50,85.1,851,101.818694,96-115,N,F,,,16.00,7.12,1,empty,,,,,,00-Jan-00,
7,11,2016,193,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,180,,salmon,7/11/2016,PH,FALSE,11216,33.90,86.1,861,103.02726,96-115,N,F,,,17.64,8.00,1,empty,,,,,,,
7,11,2016,193,Charter,Anchor Point Lodge,,7,13,G,,Icy Strait,Y,1.14,250,4,"halibut skin, ATF, cod",7/11/2016,PH,FALSE,2321,34.00,86.4,864,103.338376,96-115,N,F,,,,,8,Contents,,,,,,00-Jan-00,
7,11,2016,193,Personal Use,Private Angler,,,0,H,,Chatham Strait,,,200,,jig,7/11/2016,PH,FALSE,10883,34.17,86.8,868,103.86488,96-115,N,F,,,17.09,7.75,2,"one crab leg, and piece of carapace, one small fish bone",,,,,,,
7,11,2016,193,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,300,,"herring, halibut juice",7/11/2016,PH,FALSE,11034,37.17,94.4,944,112.95904,96-115,N,F,,,24.80,11.25,1,empty,,,,,,,
7,11,2016,193,Personal Use,Private Angler,,,11,G,,Icy Strait,,,150,,herring,7/11/2016,PH,FALSE,11083,50.51,128.3,1283,153.52378,>136,N,F,,,,,2,"dentry (BIG), string vertebrae, otolith",too heavy to weigh,,,,,,
7,14,2016,196,Charter,Kaley Y,Kenji Yamada,20,9,F,,Funter Bay,Y,1.48,230,4,"halibut skin, ATF",7/14/2016,PH,FALSE,2156,30.00,76.2,762,91.18092,76-95,N,F,,,10.00,4.50,8,Contents,,,,,,00-Jan-00,
7,14,2016,196,Charter,Kiska Ann,Ben Huntley,9,8,E,,Howard Bay,Y,1.89,375,4,"halibut skin, ATF",7/14/2016,PH,FALSE,2489,31.25,79.4,794,94.980125,76-95,N,F,,,13.00,5.70,1,empty,,,,,,00-Jan-00,
7,14,2016,196,Charter,Kiska Ann,Ben Huntley,9,8,E,,Howard Bay,Y,1.89,375,4,"halibut skin, ATF",7/14/2016,PH,FALSE,2477,32.50,82.6,826,98.77933,96-115,N,F,,,17.00,7.75,8,Contents,,,,,,00-Jan-00,
7,14,2016,196,Charter,Kaley Y,Kenji Yamada,20,9,F,,Funter Bay,Y,1.48,230,4,"halibut skin, ATF",7/14/2016,PH,FALSE,2170,32.75,83.2,832,99.539171,96-115,N,F,,,16.00,7.05,1,empty,,,,,,00-Jan-00,
7,14,2016,196,Charter,Kiska Ann,Ben Huntley,9,8,E,,Howard Bay,Y,1.89,375,4,"halibut skin, ATF",7/14/2016,PH,FALSE,2482,33.50,85.1,851,101.818694,96-115,N,F,,,17.00,7.75,8,Contents,,,,,,00-Jan-00,
7,14,2016,196,Charter,Kiska Ann,Ben Huntley,9,8,E,,Howard Bay,Y,1.89,375,4,"halibut skin, ATF",7/14/2016,PH,FALSE,2488,37.50,95.3,952,113.97615,96-115,N,F,,,24.00,10.95,8,Contents,,,,,,00-Jan-00,
7,14,2016,196,Charter,Kiska Ann,Ben Huntley,9,8,E,,Howard Bay,Y,1.89,375,4,"halibut skin, ATF",7/14/2016,PH,FALSE,2493,39.50,100.3,1003,120.054878,116-135,N,F,,,25.00,11.20,8,Contents,,,,,,00-Jan-00,
7,14,2016,196,Charter,Kaley Y,Kenji Yamada,20,9,F,,Funter Bay,Y,1.48,230,4,"halibut skin, ATF",7/14/2016,PH,FALSE,2216,42.00,106.7,1067,127.653288,116-135,N,F,0,0,33.00,14.95,8,Contents,,,,,,00-Jan-00,
7,15,2016,197,Charter,Kaley Y,Kenji Yamada,21,8,E,,Howard Bay,Y,1.83,300,4,"halibut skin, ATF",7/15/2016,PH,FALSE,2189,32.75,83.2,832,99.539171,96-115,N,F,,,,,8,Contents,,,,,,00-Jan-00,
7,15,2016,197,Charter,Kaley Y,Kenji Yamada,21,8,E,,Howard Bay,Y,1.83,300,4,"halibut skin, ATF",7/15/2016,PH,FALSE,2111,34.25,87.0,870,104.098217,96-115,N,F,,,,,8,Contents,,,,,,00-Jan-00,
7,16,2016,198,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,250,,jig,7/16/2016,PH,FALSE,11024,,,,,NA,N,F,,,,,3,"head,vert with flesh",tail removed (no length or weight),,,,,,
7,16,2016,198,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,,,200,,jig,7/16/2016,PH,FALSE,11193,26.14,66.4,664,79.45424,76-95,N,F,,,7.72,3.50,1,empty,,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,300,,"herring, squid",7/16/2016,PH,FALSE,10781,28.35,72.0,720,86.1552,76-95,N,F,,,10.47,4.75,2,"crab molt (maybe king), two lenses",,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,,,200,,herring,7/16/2016,PH,FALSE,10979,28.43,72.2,722,86.39452,76-95,N,F,,,11.02,5.00,5,"shrimp, old bait?",,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,350,,jig,7/16/2016,PH,FALSE,11181,28.50,72.4,724,86.63384,76-95,N,F,,,10.47,4.75,1,empty,,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,250,,jig,7/16/2016,PH,FALSE,10910,28.54,72.5,725,86.7535,76-95,N,F,,,11.02,5.00,2,one fish bone,,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,350,,jig,7/16/2016,PH,FALSE,11182,28.94,73.5,735,87.9501,76-95,N,F,,,10.47,4.75,1,empty,,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,300,,"herring, squid",7/16/2016,PH,FALSE,11237,30.16,76.6,766,91.65956,76-95,N,F,,,12.68,5.75,2,piece of flesh,,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,350,,jig,7/16/2016,PH,FALSE,11180,30.31,77.0,770,92.1382,76-95,N,F,,,12.68,5.75,5,herring  and 2 other fish,,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,200,,herring,7/16/2016,PH,FALSE,10879,30.55,77.6,776,92.85616,76-95,N,F,,,13.23,6.00,1,empty,,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,270,,herring,7/16/2016,PH,FALSE,10992,31.10,79.0,790,94.5314,76-95,N,F,,,14.88,6.75,3,fish with flesh,,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,,,200,,herring,7/16/2016,PH,FALSE,11128,31.10,79.0,790,94.5314,76-95,N,F,,,14.88,6.75,2,"vert column, dentary",,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,350,,jig,7/16/2016,PH,FALSE,10758,31.34,79.6,796,95.24936,76-95,N,F,,,13.23,6.00,1,empty,,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,1,B,,N. Lynn Canal,,,200,,herring,7/16/2016,PH,FALSE,10877,31.38,79.7,797,95.36902,76-95,N,F,,,14.88,6.75,1,empty,,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,290,,"herring, squid",7/16/2016,PH,FALSE,10858,31.65,80.4,804,96.20664,96-115,N,F,,,14.33,6.50,1,empty,,,,,,,
7,16,2016,198,Charter,Kiska Ann,Ben Huntley,12,13,G,,Icy Strait,Y,0.89,250,4,"halibut skin, ATF, cod, salmon",7/16/2016,PH,FALSE,2406,31.75,80.6,806,96.499807,96-115,N,F,,,,,1,empty,,,,,,00-Jan-00,
7,16,2016,198,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,200,,herring,7/16/2016,PH,FALSE,11125,32.28,82.0,820,98.1212,96-115,N,F,,,16.53,7.50,4,fish and misc bones,,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,250,,jig,7/16/2016,PH,FALSE,10859,32.32,82.1,821,98.24086,96-115,N,F,,,14.88,6.75,2,"vert column, squid beak, otolith, lens",,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,290,,"herring, squid",7/16/2016,PH,FALSE,11255,33.27,84.5,845,101.1127,96-115,N,F,,,17.09,7.75,3,"vert column, some fish, misc bones, one otolith",,,,,,,
7,16,2016,198,Charter,Kiska Ann,Ben Huntley,12,13,G,,Icy Strait,Y,0.89,250,4,"halibut skin, ATF, cod, salmon",7/16/2016,PH,FALSE,2403,33.75,85.7,857,102.578535,96-115,N,F,,,,,8,Contents,,,,,,00-Jan-00,
7,16,2016,198,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,270,,herring,7/16/2016,PH,FALSE,10944,33.90,86.1,861,103.02726,96-115,N,F,,,18.74,8.50,2,"two otoliths, vert column, misc bones",,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,270,,herring,7/16/2016,PH,FALSE,10941,35.51,90.2,902,107.93332,96-115,N,F,,,22.05,10.00,1,empty,,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,270,,herring,7/16/2016,PH,FALSE,11028,35.63,90.5,905,108.2923,96-115,N,F,,,23.70,10.75,2,"misc bones, dentary, fish eggs from prey",,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,270,,herring,7/16/2016,PH,FALSE,11239,35.67,90.6,906,108.41196,96-115,N,F,,,22.05,10.00,2,"misc bones, chunk flesh",,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,,,200,,"salmon, herring",7/16/2016,PH,FALSE,11175,35.83,91.0,910,108.8906,96-115,N,F,,,21.50,9.75,1,empty,didn't trust length (based on data sheet and length-weight relationship),,,,,,
7,16,2016,198,Charter,Kiska Ann,Ben Huntley,12,13,G,,Icy Strait,Y,0.89,250,4,"halibut skin, ATF, cod, salmon",7/16/2016,PH,FALSE,2420,37.00,94.0,940,112.456468,96-115,N,F,2,0,,,8,Contents,,,,,,00-Jan-00,
7,16,2016,198,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,290,,"herring, squid",7/16/2016,PH,FALSE,11214,39.37,100.0,1000,119.66,116-135,N,F,,,29.21,13.25,2,"one otolith, misc bones",,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,300,,herring,7/16/2016,PH,FALSE,11130,42.01,106.7,1067,127.67722,116-135,N,F,,,36.38,16.50,1,empty,longline clip in stomach,,,,,,
7,16,2016,198,Personal Use,Private Angler,,,3,B,,N. Lynn Canal,,,200,,"salmon, herring",7/16/2016,PH,FALSE,10939,50.79,129.0,1290,154.3614,>136,N,F,,,,,3,"fish (vert, flesh, and tail), could potentially be RF and other fish parts",too heavy to weig; corrected length to 1290 (data sheet should have calculated 2190 - 900 = 1290),,,,,,
7,17,2016,199,Personal Use,Private Angler,Michael Godin,,7,D,,Favorite Channel,,,275,,herring,7/17/2016,PH,FALSE,07071603,29.33,74.5,745,89.1467,76-95,N,F,,,,,5,crab,,,,,,,
7,19,2016,201,Charter,Kaley Y,Kenji Yamada,22,8,E,,Howard Bay,Y,1.44,330,4,"halibut skin, ATF",7/19/2016,PH,FALSE,2139,31.00,78.7,787,94.220284,76-95,N,F,,,11.00,5.09,8,Contents,,,,,,00-Jan-00,
7,19,2016,201,Charter,Kiska Ann,Ben Huntley,13,8,E,,Howard Bay,Y,0.98,350,4,"halibut skin, cod, salmon",7/19/2016,PH,FALSE,2497,34.00,86.4,864,103.338376,96-115,N,F,,,17.00,7.49,8,Contents,,,,,,00-Jan-00,
7,19,2016,201,Charter,Kaley Y,Kenji Yamada,22,8,E,,Howard Bay,Y,1.44,330,4,"halibut skin, ATF",7/19/2016,PH,FALSE,2195,34.25,87.0,870,104.098217,96-115,N,F,,,17.00,7.55,8,Contents,,,,,,00-Jan-00,
7,19,2016,201,Charter,Kaley Y,Kenji Yamada,22,8,E,,Howard Bay,Y,1.44,330,4,"halibut skin, ATF",7/19/2016,PH,FALSE,2157,36.00,91.4,914,109.417104,96-115,N,F,,,18.00,7.98,1,empty,,,,,,00-Jan-00,
7,19,2016,201,Charter,Kiska Ann,Ben Huntley,13,8,E,,Howard Bay,Y,0.98,350,4,"halibut skin, cod, salmon",7/19/2016,PH,FALSE,2408,40.00,101.6,1016,121.57456,116-135,N,F,,,30.00,13.63,8,Contents,,,,,,00-Jan-00,
7,20,2016,202,Charter,Kiska Ann,Ben Huntley,14,8,E,,Howard Bay,Y,2.13,350,4,"halibut skin, other, cod, salmon",7/20/2016,PH,FALSE,2423,36.00,91.4,914,109.417104,96-115,N,F,,,20.00,8.98,8,Contents,,,,,,00-Jan-00,
7,20,2016,202,Charter,Kiska Ann,Ben Huntley,14,8,E,,Howard Bay,Y,2.13,350,4,"halibut skin, other, cod, salmon",7/20/2016,PH,TRUE,2439,37.25,94.6,946,113.216309,96-115,N,F,1,0,22.00,10.17,1,empty,"This tag was in the ""W/ Contents Ziplock""",,,,,00-Jan-00,0
7,20,2016,202,Charter,Kiska Ann,Ben Huntley,14,8,E,,Howard Bay,Y,2.13,350,4,"halibut skin, other, cod, salmon",7/20/2016,PH,FALSE,2464,40.25,102.2,1022,122.334401,116-135,N,F,,,31.00,13.92,1,empty,,,,,,00-Jan-00,
7,21,2016,203,Charter,Kiska Ann,Ben Huntley,15,8,E,,Howard Bay,Y,2.24,350,4,"halibut skin, cod, salmon",7/21/2016,PH,FALSE,2401,32.75,83.2,832,99.539171,96-115,N,F,,,14.00,6.17,1,empty,,,,,,00-Jan-00,
7,21,2016,203,Charter,Kimiko Ann,Richard Yamada,11,7,D,,Favorite Channel,N,4.01,315,3,"halibut skin, ATF",7/21/2016,PH,FALSE,3096,34.50,87.6,876,104.858058,96-115,N,F,,,16.00,7.35,,,,,,,,00-Jan-00,
7,21,2016,203,Charter,Kiska Ann,Ben Huntley,15,8,E,,Howard Bay,Y,2.24,350,4,"halibut skin, cod, salmon",7/21/2016,PH,FALSE,2441,37.25,94.6,946,113.216309,96-115,N,F,,,21.00,9.66,1,empty,,,,,,00-Jan-00,
7,21,2016,203,Charter,Kiska Ann,Ben Huntley,15,8,E,,Howard Bay,Y,2.24,350,4,"halibut skin, cod, salmon",7/21/2016,PH,FALSE,2431,37.50,95.3,952,113.97615,96-115,N,F,,,23.00,10.58,8,Contents,,,,,,00-Jan-00,
7,24,2016,206,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,200,,mooching lure,7/24/2016,PH,FALSE,10805,23.82,60.5,605,72.3943,<76,N,F,,,6.61,3.00,1,empty,,,,,,,
7,24,2016,206,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,200,,squid,7/24/2016,PH,FALSE,10925,25.04,63.6,636,76.10376,76-95,N,F,,,7.17,3.25,2,"two otoliths, dentary, misc bones.",,,,,,,
7,24,2016,206,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,200,,mooching lure,7/24/2016,PH,FALSE,11104,26.89,68.3,683,81.72778,76-95,N,F,,,8.82,4.00,2,"vertebrae, otolith, misc bones, 2 lenses",,,,,,,
7,24,2016,206,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,200,,mooching lure,7/24/2016,PH,FALSE,11097,28.54,72.5,725,86.7535,76-95,N,F,,,9.92,4.50,1,empty,,,,,,,
7,24,2016,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,240,,herring,7/24/2016,PH,FALSE,11233,28.62,72.7,727,86.99282,76-95,N,F,,,7.72,3.50,1,empty,,,,,,,
7,24,2016,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,240,,herring,7/24/2016,PH,FALSE,11123,29.53,75.0,750,89.745,76-95,N,F,,,12.68,5.75,2,"Loose vertebrae, 1 scale",,,,,,,
7,24,2016,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,240,,herring,7/24/2016,PH,FALSE,10872,30.20,76.7,767,91.77922,76-95,N,F,,,13.23,6.00,1,empty,,,,,,,
7,24,2016,206,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,200,,squid,7/24/2016,PH,FALSE,11249,30.31,77.0,770,92.1382,76-95,N,F,,,13.23,6.00,1,empty,,,,,,,
7,24,2016,206,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,200,,mooching lure,7/24/2016,PH,FALSE,11285,30.71,78.0,780,93.3348,76-95,N,F,,,12.68,5.75,1,empty,,,,,,,
7,24,2016,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,250,,herring,7/24/2016,PH,FALSE,10800,30.75,78.1,781,93.45446,76-95,N,F,,,13.23,6.00,1,empty,,,,,,,
7,24,2016,206,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,200,,mooching lure,7/24/2016,PH,FALSE,11099,30.83,78.3,783,93.69378,76-95,N,F,,,13.78,6.25,5,Hermit crab,,,,,,,
7,24,2016,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,240,,herring,7/24/2016,PH,FALSE,10782,31.10,79.0,790,94.5314,76-95,N,F,,,14.33,6.50,1,empty,,,,,,,
7,24,2016,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,250,,herring,7/24/2016,PH,FALSE,11094,31.30,79.5,795,95.1297,76-95,N,F,,,14.33,6.50,1,empty,,,,,,,
7,24,2016,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,250,,herring,7/24/2016,PH,FALSE,10832,31.97,81.2,812,97.16392,96-115,N,F,,,15.98,7.25,2,"vertebrae (some attatched), misc bones, one dentary, one otolith",,,,,,,
7,24,2016,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,240,,herring,7/24/2016,PH,FALSE,10947,32.05,81.4,814,97.40324,96-115,N,F,,,15.98,7.25,5,"crab, crab eggs, misc bones, loose vertebrae.",,,,,,,
7,24,2016,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,250,,herring,7/24/2016,PH,FALSE,10828,32.87,83.5,835,99.9161,96-115,N,F,,,18.19,8.25,2,misc bones,,,,,,,
7,24,2016,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,250,,herring,7/24/2016,PH,FALSE,10908,34.65,88.0,880,105.3008,96-115,N,F,,,19.29,8.75,1,empty,,,,,,,
7,24,2016,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,250,,herring,7/24/2016,PH,FALSE,11165,34.96,88.8,888,106.25808,96-115,N,F,,,22.05,10.00,4,"two fish , one head, vertebrae column (2), misc bones",,,,,,,
7,24,2016,206,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,240,,herring,7/24/2016,PH,FALSE,10789,35.47,90.1,901,107.81366,96-115,N,F,,,21.50,9.75,2,unidentified,,,,,,,
7,24,2016,206,Charter,Aukai,Edmond Coccagna,,6,C,,Lynn Canal,,1.00,330,4,,7/24/2016,PH,FALSE,07241601,44.50,113.0,1130,135.251698,116-135,N,F,,,,,2,"partial vertebral column, misc bones, 1 otolith, 2 lenses",location: N 58-44962/ W 134-91429,,,,,,
7,26,2016,208,Charter,Kaley Y,Kenji Yamada,23,8,E,,Howard Bay,Y,1.21,300,4,"halibut skin, ATF",7/26/2016,PH,FALSE,2103,31.00,78.7,787,94.220284,76-95,N,F,,,11.00,5.08,1,empty,,,,,,00-Jan-00,
7,26,2016,208,Charter,Kaley Y,Kenji Yamada,23,8,E,,Howard Bay,Y,1.21,300,4,"halibut skin, ATF",7/26/2016,PH,FALSE,2140,33.00,83.8,838,100.299012,96-115,N,F,,,15.00,6.88,,,,,,,,00-Jan-00,
7,26,2016,208,Charter,Kaley Y,Kenji Yamada,23,8,E,,Howard Bay,Y,1.21,300,4,"halibut skin, ATF",7/26/2016,PH,FALSE,2163,33.00,83.8,838,100.299012,96-115,N,F,,,14.00,6.35,1,empty,,,,,,00-Jan-00,
7,26,2016,208,Charter,Kiska Ann,Ben Huntley,16,3,B,,N. Lynn Canal,Y,1.43,325,4,"halibut skin, ATF, cod, salmon",7/26/2016,PH,FALSE,2498,33.25,84.5,845,101.058853,96-115,N,F,,,15.00,6.84,8,Contents,,,,,,00-Jan-00,
7,26,2016,208,Charter,Kiska Ann,Ben Huntley,16,3,B,,N. Lynn Canal,Y,1.43,325,4,"halibut skin, ATF, cod, salmon",7/26/2016,PH,FALSE,2410,36.00,91.4,914,109.417104,96-115,N,F,,,20.00,8.98,1,empty,,,,,,00-Jan-00,
7,27,2016,209,Charter,Kaley Y,Kenji Yamada,24,3,B,,N. Lynn Canal,Y,2.18,330,4,"halibut skin, ATF, salmon",7/27/2016,PH,FALSE,2200,30.25,76.8,768,91.940761,76-95,N,F,,,12.00,5.45,8,Contents,,,,,,00-Jan-00,
7,27,2016,209,Charter,Kaley Y,Kenji Yamada,24,3,B,,N. Lynn Canal,Y,2.18,330,4,"halibut skin, ATF, salmon",7/27/2016,PH,FALSE,2182,35.50,90.2,902,107.897422,96-115,N,F,,,19.00,8.69,8,Contents,,,,,,00-Jan-00,
7,27,2016,209,Charter,Kiska Ann,Ben Huntley,17,8,E,,Howard Bay,Y,2.36,350,4,"halibut skin, ATF, cod",7/27/2016,PH,FALSE,2566,39.50,100.3,1003,120.054878,116-135,N,F,,,24.00,10.85,8,Contents,,,,,,00-Jan-00,
7,28,2016,210,Charter,Kiska Ann,Ben Huntley,19,2,B,,N. Lynn Canal,Y,0.88,350,4,"halibut skin, ATF",7/28/2016,PH,FALSE,2419,26.50,67.3,673,80.543146,76-95,N,F,,,8.00,3.61,8,Contents,,,,,,00-Jan-00,
7,28,2016,210,Charter,Kiska Ann,Ben Huntley,19,2,B,,N. Lynn Canal,Y,0.88,350,4,"halibut skin, ATF",7/28/2016,PH,FALSE,2494,29.50,74.9,749,89.661238,76-95,N,F,,,11.00,4.91,1,empty,,,,,,00-Jan-00,
7,28,2016,210,Charter,Kiska Ann,Ben Huntley,19,2,B,,N. Lynn Canal,Y,0.88,350,4,"halibut skin, ATF",7/28/2016,PH,FALSE,2421,33.50,85.1,851,101.818694,96-115,N,F,,,15.00,6.82,8,Contents,,,,,,00-Jan-00,
7,28,2016,210,Charter,Kaley Y,Kenji Yamada,25,2,B,,N. Lynn Canal,Y,0.65,350,4,"halibut skin, cod, salmon",7/28/2016,PH,FALSE,2173,34.00,86.4,864,103.338376,96-115,N,F,,,16.00,7.31,8,Contents,,,,,,00-Jan-00,
7,28,2016,210,Charter,Kaley Y,Kenji Yamada,25,2,B,,N. Lynn Canal,Y,0.65,350,4,"halibut skin, cod, salmon",7/28/2016,PH,FALSE,2135,35.00,88.9,889,106.37774,96-115,N,F,,,18.00,8.06,8,Contents,,,,,,00-Jan-00,
7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,250,,herring,7/30/2016,PH,FALSE,11085,24.21,61.5,615,73.5909,<76,N,F,,,7.72,3.50,5,4 crabs,,,,,,,
7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,Y,,300,,herring,7/30/2016,PH,FALSE,10950,26.14,66.4,664,79.45424,76-95,N,F,,,9.37,4.25,1,empty,,,,,,,
7,30,2016,212,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,200,,herring,7/30/2016,PH,FALSE,11069,26.22,66.6,666,79.69356,76-95,N,F,,,8.82,4.00,3,One fish,,,,,,,
7,30,2016,212,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,200,,herring,7/30/2016,PH,FALSE,11189,26.26,66.7,667,79.81322,76-95,N,F,,,8.82,4.00,1,empty,,,,,,,
7,30,2016,212,Personal Use,Private Angler,,,5,C,,Lynn Canal,,,200,,herring,7/30/2016,PH,FALSE,11271,26.97,68.5,685,81.9671,76-95,N,F,,,8.82,4.00,1,empty,,,,,,,
7,30,2016,212,Personal Use,Private Angler,,,6,C,,Lynn Canal,,,200,,herring,7/30/2016,PH,FALSE,11010,27.20,69.1,691,82.68506,76-95,N,F,,,9.92,4.50,2,"vertebral columns (many), otoliths (2), scales",,,,,,,
7,30,2016,212,Personal Use,Private Angler,,,11,G,,Icy Strait,Y,,200,,herring,7/30/2016,PH,FALSE,10778,27.60,70.1,701,83.88166,76-95,N,F,,,11.02,5.00,1,empty,,,,,,,
7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,330,,"octopus, herring",7/30/2016,PH,FALSE,11100,27.76,70.5,705,84.3603,76-95,N,F,,,10.47,4.75,1,empty,,,,,,,
7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,300,,"herring, halibut skin",7/30/2016,PH,FALSE,11246,28.31,71.9,719,86.03554,76-95,N,F,,,10.47,4.75,1,empty,,,,,,,
7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,300,,"herring, halibut skin",7/30/2016,PH,FALSE,10884,28.39,72.1,721,86.27486,76-95,N,F,,,11.57,5.25,2,"vertebral column, misc bones, otoliths",,,,,,,
7,30,2016,212,Personal Use,Private Angler,,,2,B,,N. Lynn Canal,,,330,,"octopus, herring",7/30/2016,PH,TRUE,10791,28.70,72.9,729,87.23214,76-95,N,F,,,12.13,5.50,3,"some flesh (looks like salmon/red in color), 2 lenses",see photo,,,,,,0
